"cf_id","contact_id","company_name","description","goal","pledged","outcome","backers_count","country","currency","launched_date","end_date","category_id","subcategory_id","contact_id-2","first_name","last_name","email","category_id-2","category","subcategory_id-2","subcategory"
3139,5497,"Brown Ltd","Quality-focused system-worthy support","$71,100.00","$91,176.00","successful",1140,"US","USD","2020-11-08","2021-05-21","cat4","subcat4",5497,"Corinne","Mitschke","corinne.mitschke@hauffer.net","cat4","theater","subcat4","plays"
480,5711,"Christian, Yates and Greer","Vision-oriented 5thgeneration array","$5,300.00","$6,342.00","successful",102,"US","USD","2021-02-16","2021-11-04","cat4","subcat4",5711,"Valerie","Ortega","valerie.ortega@tele2.it","cat4","theater","subcat4","plays"
1205,4076,"Cole, Hernandez and Rodriguez","Cross-platform logistical circuit","$88,700.00","$151,438.00","successful",2857,"US","USD","2021-03-27","2021-10-01","cat4","subcat4",4076,"Carlos","Delle","carlos.delle@hicks.com","cat4","theater","subcat4","plays"
291,1847,"Ortiz, Valenzuela and Collins","Profound solution-oriented matrix","$3,300.00","$6,178.00","successful",107,"US","USD","2021-01-04","2021-07-28","cat6","subcat10",1847,"Christina","Besnard","christina.besnard@delorme.com","cat6","publishing","subcat10","nonfiction"
1758,2816,"Valencia PLC","Extended asynchronous initiative","$3,400.00","$6,405.00","successful",160,"GB","GBP","2021-05-13","2021-08-21","cat2","subcat2",2816,"Rosario","Jacques","rosario.jacques@yahoo.com","cat2","music","subcat2","rock"
766,5019,"Gordon, Mendez and Johnson","Fundamental needs-based frame","$137,600.00","$180,667.00","successful",2230,"US","USD","2020-08-29","2021-08-05","cat1","subcat1",5019,"Celal","Fischer","celal.fischer@aol.de","cat1","food","subcat1","food trucks"
569,4869,"Johnson Group","Compatible full-range leverage","$3,900.00","$11,075.00","successful",316,"US","USD","2021-02-28","2021-05-08","cat2","subcat18",4869,"Leonardo","Guzman","leonardo.guzman@andreozzi-abba.com","cat2","music","subcat18","jazz"
50,3613,"Rose-Fuller","Upgradable holistic system engine","$10,000.00","$12,042.00","successful",117,"US","USD","2021-09-28","2021-10-04","cat5","subcat23",3613,"Clinton","Mason","clinton.mason@yahoo.com","cat5","film & video","subcat23","science fiction"
1875,3069,"Hughes, Mendez and Patterson","Stand-alone multi-state data-warehouse","$42,800.00","$179,356.00","successful",6406,"US","USD","2021-09-30","2022-02-01","cat4","subcat4",3069,"Loretta","Mallet","loretta.mallet@sansoni-toscani.it","cat4","theater","subcat4","plays"
3040,2601,"Brady, Cortez and Rodriguez","Multi-lateral maximized core","$8,200.00","$1,136.00","canceled",15,"US","USD","2021-03-05","2021-07-02","cat4","subcat4",2601,"Lorenzo","Roero","lorenzo.roero@hotmail.co.uk","cat4","theater","subcat4","plays"
179,2133,"Wang, Nguyen and Horton","Innovative holistic hub","$6,200.00","$8,645.00","successful",192,"US","USD","2021-09-10","2021-11-05","cat2","subcat6",2133,"Lando","Gutierrez","lando.gutierrez@heser.com","cat2","music","subcat6","electric music"
114,3164,"Santos, Williams and Brown","Reverse-engineered 24/7 methodology","$1,100.00","$1,914.00","successful",26,"CA","CAD","2020-08-21","2021-08-03","cat4","subcat4",3164,"Elaine","Patterson","elaine.patterson@rose-morris.org","cat4","theater","subcat4","plays"
260,3897,"Barnett and Sons","Business-focused dynamic info-mediaries","$26,500.00","$41,205.00","successful",723,"US","USD","2021-04-06","2021-12-17","cat4","subcat4",3897,"Marcella","Govoni","marcella.govoni@barkholz.net","cat4","theater","subcat4","plays"
1810,5663,"Petersen-Rodriguez","Digitized clear-thinking installation","$8,500.00","$14,488.00","successful",170,"IT","EUR","2021-06-28","2021-11-20","cat4","subcat4",5663,"Ettore","Amaldi","ettore.amaldi@germain.com","cat4","theater","subcat4","plays"
68,3879,"Burnett-Mora","Quality-focused 24/7 superstructure","$6,400.00","$12,129.00","successful",238,"GB","GBP","2020-09-06","2021-08-01","cat2","subcat8",3879,"Rufino","Gallegos","rufino.gallegos@webster-newton.co.uk","cat2","music","subcat8","indie rock"
1148,5900,"King LLC","Multi-channeled local intranet","$1,400.00","$3,496.00","successful",55,"US","USD","2021-01-18","2021-12-31","cat4","subcat4",5900,"Georges","Richards","georges.richards@macdonald.com","cat4","theater","subcat4","plays"
2489,2272,"Miller Ltd","Open-architected mobile emulation","$198,600.00","$97,037.00","failed",1198,"US","USD","2020-11-10","2021-10-30","cat6","subcat10",2272,"Janice","Infantino","janice.infantino@hotmail.com","cat6","publishing","subcat10","nonfiction"
1586,5436,"Case LLC","Ameliorated foreground methodology","$195,900.00","$55,757.00","failed",648,"US","USD","2020-02-28","2021-03-01","cat4","subcat4",5436,"Svetlana","Montanariello","svetlana.montanariello@putz.de","cat4","theater","subcat4","plays"
2339,3676,"Swanson, Wilson and Baker","Synergized well-modulated project","$4,300.00","$11,525.00","successful",128,"AU","AUD","2021-02-25","2021-05-07","cat8","subcat15",3676,"Agnolo","Cedillo","agnolo.cedillo@laboratorios.biz","cat8","photography","subcat15","photography books"
1687,4676,"Dean, Fox and Phillips","Extended context-sensitive forecast","$25,600.00","$158,669.00","successful",2144,"US","USD","2021-12-03","2021-12-31","cat4","subcat4",4676,"Hannah","Jockel","hannah.jockel@ceravolo-tonisto.eu","cat4","theater","subcat4","plays"
1260,1563,"Smith-Smith","Total leadingedge neural-net","$189,000.00","$5,916.00","failed",64,"US","USD","2021-03-10","2021-05-26","cat2","subcat8",1563,"Yvonne","Stout","yvonne.stout@sims.edu","cat2","music","subcat8","indie rock"
2240,4349,"Smith, Scott and Rodriguez","Organic actuating protocol","$94,300.00","$150,806.00","successful",2693,"GB","GBP","2020-04-24","2021-02-24","cat4","subcat4",4349,"Anouk","Pace","anouk.pace@gmail.com","cat4","theater","subcat4","plays"
1762,1658,"White, Robertson and Roberts","Down-sized national software","$5,100.00","$14,249.00","successful",432,"US","USD","2020-05-09","2021-05-22","cat8","subcat15",1658,"Esteban","Valdez","esteban.valdez@hotmail.com","cat8","photography","subcat15","photography books"
331,2552,"Martinez Inc","Organic upward-trending Graphical User Interface","$7,500.00","$5,803.00","failed",62,"US","USD","2020-07-05","2021-06-08","cat4","subcat4",2552,"Angelina","Davies","angelina.davies@hotmail.com","cat4","theater","subcat4","plays"
1330,4847,"Tucker, Mccoy and Marquez","Synergistic tertiary budgetary management","$6,400.00","$13,205.00","successful",189,"US","USD","2020-11-03","2021-06-03","cat4","subcat4",4847,"Anastasie","Cadena","anastasie.cadena@live.com","cat4","theater","subcat4","plays"
427,1553,"Martin, Lee and Armstrong","Open-architected incremental ability","$1,600.00","$11,108.00","successful",154,"GB","GBP","2020-11-18","2021-08-05","cat1","subcat1",1553,"Hansjoachim","Lettiere","hansjoachim.lettiere@hall-mcdaniel.net","cat1","food","subcat1","food trucks"
2929,2632,"Dunn, Moreno and Green","Intuitive object-oriented task-force","$1,900.00","$2,884.00","successful",96,"US","USD","2021-02-23","2021-02-28","cat2","subcat8",2632,"Yeni","Tejada","yeni.tejada@olson.edu.au","cat2","music","subcat8","indie rock"
2940,1908,"Jackson, Martinez and Ray","Multi-tiered executive toolset","$85,900.00","$55,476.00","failed",750,"US","USD","2021-04-05","2022-01-19","cat4","subcat4",1908,"Dulce","Adinolfi","dulce.adinolfi@hotmail.com","cat4","theater","subcat4","plays"
2047,5801,"Patterson-Johnson","Grass-roots directional workforce","$9,500.00","$5,973.00","canceled",87,"US","USD","2021-08-30","2021-12-01","cat4","subcat4",5801,"Sean","Mielcarek","sean.mielcarek@gmail.com","cat4","theater","subcat4","plays"
536,1935,"Carlson-Hernandez","Quality-focused real-time solution","$59,200.00","$183,756.00","successful",3063,"US","USD","2021-08-21","2022-01-26","cat4","subcat4",1935,"Omar","Fonseca","omar.fonseca@grupo.org","cat4","theater","subcat4","plays"
238,2609,"Parker PLC","Reduced interactive matrix","$72,100.00","$30,902.00","live",278,"US","USD","2021-01-05","2021-07-21","cat4","subcat4",2609,"Henry","Gucci","henry.gucci@leleu.fr","cat4","theater","subcat4","plays"
30,2740,"Yu and Sons","Adaptive context-sensitive architecture","$6,700.00","$5,569.00","failed",105,"US","USD","2021-09-28","2021-12-17","cat5","subcat11",2740,"Samira","Bottaro","samira.bottaro@vasseur.fr","cat5","film & video","subcat11","animation"
1151,1907,"Taylor, Johnson and Hernandez","Polarized incremental portal","$118,200.00","$92,824.00","canceled",1658,"US","USD","2021-08-29","2021-09-24","cat5","subcat20",1907,"Korinna","Arnold","korinna.arnold@zapata-saenz.biz","cat5","film & video","subcat20","television"
1484,1831,"Mack Ltd","Reactive regional access","$139,000.00","$158,590.00","successful",2266,"US","USD","2021-01-14","2021-02-16","cat5","subcat20",1831,"Marcela","Ferrante","marcela.ferrante@gmx.de","cat5","film & video","subcat20","television"
1941,5177,"Lamb-Sanders","Stand-alone reciprocal frame","$197,700.00","$127,591.00","failed",2604,"DK","DKK","2021-04-30","2021-12-26","cat5","subcat11",5177,"Douglas","Amaya","douglas.amaya@favata-brenna.net","cat5","film & video","subcat11","animation"
546,6179,"Williams-Ramirez","Open-architected 24/7 throughput","$8,500.00","$6,750.00","failed",65,"US","USD","2021-01-14","2021-11-04","cat4","subcat4",6179,"Katherina","Barrientos","katherina.barrientos@trobbiani.eu","cat4","theater","subcat4","plays"
221,2917,"Weaver Ltd","Monitored 24/7 approach","$81,600.00","$9,318.00","failed",94,"US","USD","2020-04-12","2021-01-14","cat4","subcat4",2917,"Brittany","Tran","brittany.tran@tele2.it","cat4","theater","subcat4","plays"
2882,1486,"Barnes-Williams","Upgradable explicit forecast","$8,600.00","$4,832.00","live",45,"US","USD","2021-03-02","2021-12-02","cat5","subcat7",1486,"Caroline","Reeves","caroline.reeves@yahoo.com","cat5","film & video","subcat7","drama"
2938,3735,"Richardson, Woodward and Hansen","Pre-emptive context-sensitive support","$119,800.00","$19,769.00","failed",257,"US","USD","2020-11-08","2021-07-24","cat4","subcat4",3735,"Joe","Michaud","joe.michaud@yahoo.fr","cat4","theater","subcat4","plays"
785,3838,"Hunt, Barker and Baker","Business-focused leadingedge instruction set","$9,400.00","$11,277.00","successful",194,"CH","CHF","2021-05-08","2021-09-15","cat4","subcat4",3838,"Marco","Vittadello","marco.vittadello@gmail.com","cat4","theater","subcat4","plays"
2785,2430,"Ramos, Moreno and Lewis","Extended multi-state knowledge user","$9,200.00","$13,382.00","successful",129,"CA","CAD","2021-02-13","2021-10-21","cat3","subcat9",2430,"Kim","Webb","kim.webb@yahoo.com.au","cat3","technology","subcat9","wearables"
876,2480,"Harris Inc","Future-proofed modular groupware","$14,900.00","$32,986.00","successful",375,"US","USD","2020-06-05","2021-04-22","cat4","subcat4",2480,"Eugenia","Zichichi","eugenia.zichichi@yahoo.com","cat4","theater","subcat4","plays"
932,3431,"Peters-Nelson","Distributed real-time algorithm","$169,400.00","$81,984.00","failed",2928,"CA","CAD","2021-03-15","2021-10-01","cat4","subcat4",3431,"Aurore","Rosemann","aurore.rosemann@leoncavallo-rusticucci.com","cat4","theater","subcat4","plays"
507,1742,"Ferguson, Murphy and Bright","Multi-lateral heuristic throughput","$192,100.00","$178,483.00","failed",4697,"US","USD","2021-04-25","2021-10-10","cat2","subcat2",1742,"Giustino","Luzi","giustino.luzi@rolland.fr","cat2","music","subcat2","rock"
1672,4628,"Robinson Group","Switchable reciprocal middleware","$98,700.00","$87,448.00","failed",2915,"US","USD","2021-01-25","2021-11-24","cat7","subcat12",4628,"Anita","Galindo","anita.galindo@gmail.com","cat7","games","subcat12","video games"
917,2385,"Jordan-Wolfe","Inverse multimedia Graphic Interface","$4,500.00","$1,863.00","failed",18,"US","USD","2021-04-10","2021-04-25","cat6","subcat19",2385,"Gunhild","Carrillo","gunhild.carrillo@elliott-gilbert.org","cat6","publishing","subcat19","translations"
2931,2213,"Vargas-Cox","Vision-oriented local contingency","$98,600.00","$62,174.00","canceled",723,"US","USD","2021-05-06","2021-06-22","cat1","subcat1",2213,"Rosa","Paul","rosa.paul@bien.com","cat1","food","subcat1","food trucks"
2415,5188,"Yang and Sons","Reactive 6thgeneration hub","$121,700.00","$59,003.00","failed",602,"CH","CHF","2021-04-29","2021-11-21","cat4","subcat4",5188,"Marliese","Oneal","marliese.oneal@gmail.com","cat4","theater","subcat4","plays"
1805,3418,"Wilson, Wilson and Mathis","Optional asymmetric success","$100.00","$2.00","failed",1,"US","USD","2021-06-11","2021-10-26","cat2","subcat18",3418,"Bethany","Hartmann","bethany.hartmann@yahoo.com","cat2","music","subcat18","jazz"
495,5637,"Wang, Koch and Weaver","Digitized analyzing capacity","$196,700.00","$174,039.00","failed",3868,"IT","EUR","2021-08-01","2021-12-27","cat5","subcat13",5637,"Irina","Martineau","irina.martineau@gmail.com","cat5","film & video","subcat13","shorts"
2988,3530,"Cisneros Ltd","Vision-oriented regional hub","$10,000.00","$12,684.00","successful",409,"US","USD","2020-10-17","2021-08-24","cat3","subcat3",3530,"Beatriz","Moulin","beatriz.moulin@pinto.com","cat3","technology","subcat3","web"
3169,3731,"Williams-Jones","Monitored incremental info-mediaries","$600.00","$14,033.00","successful",234,"US","USD","2020-05-06","2021-05-31","cat3","subcat3",3731,"Lucas","Austin","lucas.austin@gmail.com","cat3","technology","subcat3","web"
467,3219,"Roberts, Hinton and Williams","Programmable static middleware","$35,000.00","$177,936.00","successful",3016,"US","USD","2020-07-04","2021-03-31","cat2","subcat17",3219,"Carole","Nohlmans","carole.nohlmans@yahoo.com","cat2","music","subcat17","metal"
1551,2392,"Gonzalez, Williams and Benson","Multi-layered bottom-line encryption","$6,900.00","$13,212.00","successful",264,"US","USD","2020-07-30","2021-07-03","cat8","subcat15",2392,"Bozena","Schmitt","bozena.schmitt@vallet.com","cat8","photography","subcat15","photography books"
2467,5103,"Hobbs, Brown and Lee","Vision-oriented systematic Graphical User Interface","$118,400.00","$49,879.00","failed",504,"AU","AUD","2021-02-07","2021-06-11","cat1","subcat1",5103,"Aimee","Foconi","aimee.foconi@outlook.com","cat1","food","subcat1","food trucks"
1193,3992,"Russo, Kim and Mccoy","Balanced optimal hardware","$10,000.00","$824.00","failed",14,"US","USD","2020-11-17","2021-09-22","cat5","subcat23",3992,"Marzena","Carrero","marzena.carrero@roskoth.de","cat5","film & video","subcat23","science fiction"
1016,2442,"Howell, Myers and Olson","Self-enabling mission-critical success","$52,600.00","$31,594.00","canceled",390,"US","USD","2021-04-24","2021-08-05","cat2","subcat2",2442,"Raisa","Poulain","raisa.poulain@fastwebnet.it","cat2","music","subcat2","rock"
313,2913,"Bailey and Sons","Grass-roots dynamic emulation","$120,700.00","$57,010.00","failed",750,"GB","GBP","2021-06-19","2022-01-03","cat5","subcat5",2913,"Marcantonio","Bennett","marcantonio.bennett@hopkins.com.au","cat5","film & video","subcat5","documentary"
117,1631,"Jensen-Brown","Fundamental disintermediate matrix","$9,100.00","$7,438.00","failed",77,"US","USD","2021-04-01","2021-04-11","cat4","subcat4",1631,"Kenneth","Hurst","kenneth.hurst@meunier.net","cat4","theater","subcat4","plays"
2747,4073,"Smith Group","Right-sized secondary challenge","$106,800.00","$57,872.00","failed",752,"DK","DKK","2021-08-27","2021-12-19","cat2","subcat18",4073,"Marisela","Mende","marisela.mende@godoy-enriquez.com","cat2","music","subcat18","jazz"
1244,4568,"Murphy-Farrell","Implemented exuding software","$9,100.00","$8,906.00","failed",131,"US","USD","2021-01-23","2021-04-17","cat4","subcat4",4568,"Blanka","Villareal","blanka.villareal@monduzzi.net","cat4","theater","subcat4","plays"
564,1830,"Everett-Wolfe","Total optimizing software","$10,000.00","$7,724.00","failed",87,"US","USD","2020-12-09","2021-06-14","cat4","subcat4",1830,"Tomislav","Stoppani","tomislav.stoppani@corporacin.org","cat4","theater","subcat4","plays"
3129,2623,"Young PLC","Optional maximized attitude","$79,400.00","$26,571.00","failed",1063,"US","USD","2020-05-20","2021-02-06","cat2","subcat18",2623,"Krystal","Ammaniti","krystal.ammaniti@barbier.fr","cat2","music","subcat18","jazz"
800,4327,"Park-Goodman","Customer-focused impactful extranet","$5,100.00","$12,219.00","successful",272,"US","USD","2020-10-29","2021-03-25","cat5","subcat5",4327,"Deanna","Aporti","deanna.aporti@bouygtel.fr","cat5","film & video","subcat5","documentary"
1255,3713,"York, Barr and Grant","Cloned bottom-line success","$3,100.00","$1,985.00","canceled",25,"US","USD","2020-12-21","2021-02-24","cat4","subcat4",3713,"Donatella","Burns","donatella.burns@yahoo.de","cat4","theater","subcat4","plays"
2448,2389,"Little Ltd","Decentralized bandwidth-monitored ability","$6,900.00","$12,155.00","successful",419,"US","USD","2021-01-25","2021-04-18","cat9","subcat24",2389,"Margrit","Hooper","margrit.hooper@douglas.com","cat9","journalism","subcat24","audio"
578,5141,"Brown and Sons","Programmable leadingedge budgetary management","$27,500.00","$5,593.00","failed",76,"US","USD","2021-06-08","2022-01-03","cat4","subcat4",5141,"Baccio","Marcacci","baccio.marcacci@laposte.net","cat4","theater","subcat4","plays"
